text,sentiment_real,sentiment_previsto
@united #lax #sunrise ual212 lax-jfk,neutral,neutral
@united held flight group nearly 20 people.,negative,negative
@americanair worst airline! cancelled flight flight even let us know even though traveling children.,negative,negative
"@united cs thinks miles repair damage done, interesting travel @united exp worst flight ever!",negative,negative
@southwestair invite fallow @helacohlc learn activities.prevention programs health condom-rito family.we r 501(c)(3),neutral,neutral
@jetblue request nothing rescheduling. customer service bad attitude today. #badservice,negative,negative
@united yes. file claim soon carousel stopped without bag it. got email found sched delivery,negative,negative
@jetblue thanks replying-i feel little better we'll see goes ☺️✈️,positive,positive
@americanair im trying call book reward ticket one world partners automated system wont let talk any1. great job,negative,negative
@virginamerica poor experience. first computer problem seat malfunction. stuck. missing meeting san diego.,negative,negative
@united sandra ur international checkin counter rude offensive. commented care complained cuz 25yrs,negative,negative
@united eventually. approach bags like @alaskaair get it.,negative,negative
thanks @united. @imran_r44 question wait time baggage ua6366,neutral,negative
"@jetblue received horrible customer service lax 2/11. reservation cancelled flighted without notification, despite confirmation number.",negative,negative
@jetblue bother contacting them? already checked flight 😕,negative,negative
"@usairways garbage, trying book reward flight got cancelled flighted still can't get anyone phone. unacceptable",negative,negative
@usairways able without reflight booking problems recharging amount plus $25 fee help phone. spoke 2 agents &amp; jeanine,negative,negative
"@united hire extra customer service reps. 50 minute wait time ask one question? would rather fly another airline, thanks.",negative,negative
@southwestair i'm going need answer phones. hold hour okay.,negative,negative
@united despicable spoke many diff people &amp; everyone telling something different claim no. need bag,negative,negative
@virginamerica website i'm trying check in!,negative,negative
@southwestair contact missing rapid rewards credit?,neutral,negative
"@usairways link broken. online baggage locator, already tried gave useful information.",negative,negative
@americanair serious thread. maybe guys re-read it. #fail,negative,negative
"@united no. sato rebooked me. upset travel office fix this, couldn't.",negative,negative
@jetblue huge fan great brands people great things… guys rock happy share love!,positive,positive
"@united flights went great improved view airline, cheers! flight attendents ua1022 deserve raise",positive,positive
@virginamerica luggage severely dented/missing wheel coming baggage claim san. luggage agent miranda (i think) help.,negative,negative
"@united wow. deal. again, 30+ plus seats available. easy change make customer happy.",positive,negative
@jetblue mechanical failure boston' fault.,negative,negative
@united cheap afford run ac #ua1510. took pressure cooker new level. #cheap #worstairline,negative,negative
@southwestair ...and one obtain companion pass?,neutral,neutral
"@americanair leave us stranded, send baggage important medication different city 4days&amp;apologise $50 voucher. appalling.",negative,negative
@united charged one way baggage.find others leaving pittsburgh equipment charged hung me!!,negative,negative
@southwestair sent email customer relations calling tomorrow.,neutral,negative
@jetblue #afterall indeed! https://t.co/swwhyhen76 #lovesongfriday #cheesy #80sweresomuchfun #brandloveaffair,neutral,neutral
@southwestair loyal southwest beginning unhappy devaluation.,negative,negative
@united please. moved seats lost upgrade. seat 20l. ticket hand 20l,negative,negative
@jetblue 👍. think i'll come take nap terminal. ;),negative,negative
@southwestair : second time row received text updates flight time change. offer use,negative,negative
@usairways thanks overflight booking problems first class automatically downgrading upgrade 3 min boarding. #ffstatusdontmatter #thenewaa,negative,negative
@usairways letting us go runway mechanical problems. #wewantcomps,negative,negative
@usairways fabulous - thank much! looking forward taking skies you! :),positive,positive
.@virginamerica understand need dm give answer damaged luggage policy.,negative,negative
@united send confirmation number get home safe sound. pay expensive services you!,negative,negative
@americanair half hour late flight leaving dfw...no attempt explanation,negative,negative
@united could tell bag would accepted personal item ? bring one carry-on bag plus this? http://t.co/u390czplhl,neutral,negative
@usairways informed three hour delay. pick phone get another flight!,negative,negative
"@americanair go #aa106 ""plane ready"". going find crew run time like last night #shortstaffed",negative,negative
@usairways phone hour waiting without answer. 😩,negative,negative
"@southwestair hear bad things. flying last weekends, flights crews awesome. thank you. 👍👍",positive,positive
@americanair flight 129 dallas 259 sfo cancelled flighted can't get anything else tomorrow. put,negative,negative
"@southwestair a-list program complete joke! company value loyal customers.time look another ""go-to"" airliner",negative,negative
@southwestair please start offering services @triflight @ashevilleair airports.. drive 3-4 hrs use u,negative,neutral
@usairways @americanair bring guinea pigs small pet carrier onboard flights?,positive,negative
@usairways looking help recover item left airplane evening,neutral,negative
@usairways going make wait phone long time least turn ads eating away soul,negative,negative
@united 24 hrs since flight landed zero info missing bag? rough eta would hugely helpful + restore confidence,negative,negative
@usairways 2nd february row- stranded us try return cancun! contact info- way rebook! #badcustomerservice,negative,negative
@usairways fault flight delayed begin with. check bag there's bunch space,negative,negative
"hey @united flight iah pos leave late flight, one back iah early? rather get pos earlier",negative,negative
@southwestair always fly sw. #loyalrrmember,positive,positive
@usairways update flight?it's three hours delayed. thank you.,negative,negative
"@americanair changing dest city award reservation party 4, fee $150 pax 150 first 25 rest?",neutral,negative
@americanair rtw planner (spec. circle pacific) let even plan demo routes website?,negative,negative
"@united like clockwork, friday afternoon flights las den running late flight. seem happen consistently #keepit100",negative,negative
"@usairways cancelled flights flight ny 3 times, make decided s&amp;gs they'll cancelled flight return flight too. thanks.",negative,negative
"@americanair @jameswester see, james, 7 dedicated inbound phone lines telephones eat billions profits",negative,negative
@united first officer ua 1514 checking 757 prior departure ewr yesterday cell. safety ??? http://t.co/1tfh2v0a7z,neutral,negative
"@united traveling fra thru iad mco tomorrow, concerned abt iad weather. can't change advisory issued? advice?",neutral,neutral
@southwestair #stepup #makeitright best? money hungry? #wewillsee,neutral,negative
@usairways still can't get real person phone book flight. ready go #jetblue since care. #usairwayssucks,negative,negative
